GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AGV001,AGV002,AGX001,AGZ001,AGZ002,AGZ003,AGZ004,AG2001,AG2002,AGQ001,AGU001
"G0100010","1860","Alabama","010","Autauga","0010","Autauga",2901285,125234,778906,16598,8620,47784,190636,1253618,238420,1492038,9607
"G0100030","1860","Alabama","010","Baldwin","0030","Baldwin",468090,20495,294470,3929,11330,1537,41326,208328,42863,251191,3714
"G0100050","1860","Alabama","010","Barbour","0050","Barbour",4960812,181321,1225193,6055,1915,18415,300878,2795392,319293,3114685,16150
"G0100070","1860","Alabama","010","Bibb","0070","Bibb",1442455,112325,608458,8933,12,35618,164367,712851,199985,912836,3842
"G0100090","1860","Alabama","010","Blount","0090","Blount",832500,54835,305025,3835,100,30280,79759,275823,110039,385862,666
"G0100130","1860","Alabama","010","Butler","0130","Butler",2950744,101432,746735,875,0,21214,172943,962479,194157,1156636,6818
"G0100150","1860","Alabama","010","Calhoun","0150","Calhoun",2709394,150088,812766,130,11,59202,220382,1056751,279584,1336335,4342
"G0100170","1860","Alabama","010","Chambers","0170","Chambers",3035933,216501,1132376,16805,0,9204,308711,1797647,317915,2115562,11849
"G0100190","1860","Alabama","010","Cherokee","0190","Cherokee",2979265,166508,739631,1031,58,65596,188137,968053,253733,1221786,3002
"G0100230","1860","Alabama","010","Choctaw","0230","Choctaw",2746506,112246,678377,5658,0,10619,127921,1128894,138540,1267434,7094
"G0100250","1860","Alabama","010","Clarke","0250","Clarke",3255548,143281,808820,70,10,26362,145588,1135015,171950,1306965,7436
"G0100310","1860","Alabama","010","Coffee","0310","Coffee",1004062,41228,392032,0,0,26236,104482,442577,130718,573295,1417
"G0100350","1860","Alabama","010","Conecuh","0350","Conecuh",1045700,73492,458986,3979,50,59085,107213,532063,166298,698361,4882
"G0100370","1860","Alabama","010","Coosa","0370","Coosa",1672376,146061,909070,19574,950,62884,248214,1133849,311098,1444947,5212
"G0100390","1860","Alabama","010","Covington","0390","Covington",538155,39266,324362,97,150,35458,96922,219683,132380,352063,821
"G0100450","1860","Alabama","010","Dale","0450","Dale",1431122,83868,550691,6337,0,70824,169395,620000,240219,860219,1809
"G0100470","1860","Alabama","010","Dallas","0470","Dallas",9311714,245541,1716129,1253,2520,8372,332596,3867186,340968,4208154,25760
"G0100490","1860","Alabama","010","DeKalb","0490","Dekalb",1100609,74053,496116,588,0,85433,126659,402399,212092,614491,848
"G0100570","1860","Alabama","010","Fayette","0570","Fayette",739641,96246,501713,3503,165,93100,130276,542460,223376,765836,1703
"G0100590","1860","Alabama","010","Franklin","0590","Franklin",4096733,140228,838487,649,550,76502,259303,1198311,335805,1534116,8495
"G0100630","1860","Alabama","010","Greene","0630","Greene",9176802,259471,1746454,4925,100,12894,324828,3603507,337722,3941229,23598
"G0100670","1860","Alabama","010","Henry","0670","Henry",2154860,99118,621480,100,0,24892,217648,953163,242540,1195703,4433
"G0100710","1860","Alabama","010","Jackson","0710","Jackson",3121085,98255,837307,393,0,85995,220584,711066,306579,1017645,3405
"G0100730","1860","Alabama","010","Jefferson","0730","Jefferson",1219865,95261,552095,2915,0,51155,130861,629572,182016,811588,2649
"G0100770","1860","Alabama","010","Lauderdale","0770","Lauderdale",4554063,154512,845171,3944,16725,22833,164482,973653,187315,1160968,6737
"G0100790","1860","Alabama","010","Lawrence","0790","Lawrence",2996285,91730,768543,200,100,18263,160823,1135398,179086,1314484,6788
"G0100830","1860","Alabama","010","Limestone","0830","Limestone",3592495,114529,718902,500,400,16551,173593,1090197,190144,1280341,8085
"G0100850","1860","Alabama","010","Lowndes","0850","Lowndes",9040470,405489,1661362,24,0,6709,319844,3369057,326553,3695610,19340
"G0100870","1860","Alabama","010","Macon","0870","Macon",5825099,152394,1291568,140,392,11333,269665,2689006,280998,2970004,18176
"G0100890","1860","Alabama","010","Madison","0890","Madison",6078806,184277,1107685,2102,1898,65305,222761,1728366,288066,2016432,14573
"G0100910","1860","Alabama","010","Marengo","0910","Marengo",10291862,301473,1699142,2427,0,42251,368051,3811380,410302,4221682,24409
"G0100930","1860","Alabama","010","Marion","0930","Marion",729765,85834,493607,1190,0,45862,133406,480232,179268,659500,1283
"G0100950","1860","Alabama","010","Marshall","0950","Marshall",1372766,71393,518027,707,30,44279,125124,525920,169403,695323,1821
"G0100970","1860","Alabama","010","Mobile","0970","Mobile",1186763,40758,389430,11755,89255,0,285743,183746,285743,469489,11376
"G0100990","1860","Alabama","010","Monroe","0990","Monroe",2672000,144549,673257,60,0,28483,148380,1190988,176863,1367851,8705
"G0101010","1860","Alabama","010","Montgomery","1010","Montgomery",9883964,326229,1748273,3999,16464,9997,336915,3658338,346912,4005250,23710
"G0101030","1860","Alabama","010","Morgan","1030","Morgan",1441974,77076,546110,2312,2152,25923,131271,591968,157194,749162,3706
"G0101050","1860","Alabama","010","Perry","1050","Perry",7275412,276479,1305872,576,0,6845,291614,2777351,298459,3075810,18206
"G0101070","1860","Alabama","010","Pickens","1070","Pickens",4016618,263403,1229332,100,0,18391,315826,2024158,334217,2358375,12191
"G0101090","1860","Alabama","010","Pike","1090","Pike",3744687,165763,1133938,11423,35,71320,303472,1772307,374792,2147099,8785
"G0101110","1860","Alabama","010","Randolph","1110","Randolph",1950170,105930,679785,10258,2457,86339,199149,756658,285488,1042146,1904
"G0101130","1860","Alabama","010","Russell","1130","Russell",4959649,208958,964095,6600,4880,4754,237360,2502090,242114,2744204,15638
"G0101150","1860","Alabama","010","St Clair","1150","St Clair",1370662,75371,306026,4219,0,37912,130327,463834,168239,632073,1768
"G0101170","1860","Alabama","010","Shelby","1170","Shelby",1401230,82123,442289,9787,330,36293,137582,615387,173875,789262,3622
"G0101190","1860","Alabama","010","Sumter","1190","Sumter",5303979,248997,1181240,725,150,13265,265522,2341810,278787,2620597,18091
"G0101210","1860","Alabama","010","Talladega","1210","Talladega",3111205,184704,929590,0,0,23327,243906,1419470,267233,1686703,8865
"G0101230","1860","Alabama","010","Tallapoosa","1230","Tallapoosa",3256377,198236,983087,169,0,51621,226291,1334963,277912,1612875,6672
"G0101250","1860","Alabama","010","Tuscaloosa","1250","Tuscaloosa",5925157,260551,1716130,26344,480,37706,256599,1899013,294305,2193318,10145
"G0101270","1860","Alabama","010","Walker","1270","Walker",613820,57797,292831,374,0,32983,74122,301664,107105,408769,519
"G0101290","1860","Alabama","010","Washington","1290","Washington",791710,23920,295576,0,0,0,39579,250339,39579,289918,2494
"G0101310","1860","Alabama","010","Wilcox","1310","Wilcox",7311117,233165,1303368,12577,75,25344,232417,2976153,257761,3233914,17797
"G0101330","1860","Alabama","010","Winston","1330","Winston",231261,21184,111796,2568,698,14970,33678,84865,48648,133513,122
"G0500010","1860","Arkansas","050","Arkansas","0010","Arkansas",5498395,175999,632069,595,120,283,64863,1197764,65146,1262910,4921
"G0500030","1860","Arkansas","050","Ashley","0030","Ashley",2532356,126402,446241,4750,4975,12188,77009,655499,89197,744696,3761
"G0500070","1860","Arkansas","050","Benton","0070","Benton",1411920,70544,494380,440,5,18761,69297,331217,88058,419275,384
"G0500110","1860","Arkansas","050","Bradley","0110","Bradley",2084198,109668,395306,620,0,64369,90482,621060,154851,775911,2690
"G0500130","1860","Arkansas","050","Calhoun","0130","Calhoun",499136,30647,163542,1237,0,5584,36418,260747,42002,302749,981
"G0500150","1860","Arkansas","050","Carroll","0150","Carroll",836970,62775,606162,170,0,51119,80223,379019,131342,510361,330
"G0500170","1860","Arkansas","050","Chicot","0170","Chicot",4399554,234555,572910,0,35,0,28370,2150568,28370,2178938,7512
"G0500190","1860","Arkansas","050","Clark","0190","Clark",1254607,65452,461429,440,90,11408,74961,562711,86369,649080,2214
"G0500270","1860","Arkansas","050","Columbia","0270","Columbia",2041073,156534,615518,2510,2883,9951,117106,1009571,127057,1136628,3599
"G0500290","1860","Arkansas","050","Conway","0290","Conway",923263,33470,336848,0,0,13117,68644,314904,81761,396665,802
"G0500310","1860","Arkansas","050","Craighead","0310","Craighead",268982,16589,108699,8,30,3767,18464,70837,22231,93068,87
"G0500330","1860","Arkansas","050","Crawford","0330","Crawford",615073,50663,297229,455,1843,6541,54587,167380,61128,228508,858
"G0500350","1860","Arkansas","050","Crittenden","0350","Crittenden",2408415,51871,333843,5,4700,70,36221,339007,36291,375298,2347
"G0500390","1860","Arkansas","050","Dallas","0390","Dallas",1530234,75500,348141,20,0,11956,63784,647200,75740,722940,3494
"G0500410","1860","Arkansas","050","Desha","0410","Desha",4098240,128064,403250,960,3100,0,49313,731881,49313,781194,3784
"G0500430","1860","Arkansas","050","Drew","0430","Drew",1062123,67024,447800,1992,54,7122,81960,668091,89082,757173,3497
"G0500470","1860","Arkansas","050","Franklin","0470","Franklin",1030882,42288,402743,575,0,21231,97310,374572,118541,493113,962
"G0500490","1860","Arkansas","050","Fulton","0490","Fulton",466340,25268,201431,120,0,22767,36312,154984,59079,214063,88
"G0500550","1860","Arkansas","050","Greene","0550","Greene",575574,45666,311609,295,0,26257,60732,199507,86989,286496,189
"G0500570","1860","Arkansas","050","Hempstead","0570","Hempstead",3029418,156522,775743,23,27,67848,166914,1148840,234762,1383602,5398
"G0500590","1860","Arkansas","050","Hot Spring","0590","Hot Spring",797525,64013,313248,0,0,64569,88446,272502,153015,425517,613
"G0500630","1860","Arkansas","050","Independence","0630","Independence",1695951,107267,620398,2425,185,51110,143282,512168,194392,706560,1337
"G0500650","1860","Arkansas","050","Izard","0650","Izard",750076,32496,339969,0,3,32163,71393,258225,103556,361781,382
"G0500670","1860","Arkansas","050","Jackson","0670","Jackson",2063231,93719,475297,5,598,326,13732,663028,14058,677086,2535
"G0500690","1860","Arkansas","050","Jefferson","0690","Jefferson",6952596,276942,658332,4527,830,2043,89775,1663304,91818,1755122,7146
"G0500710","1860","Arkansas","050","Johnson","0710","Johnson",947405,155482,444800,0,32,32334,89134,326970,121468,448438,973
"G0500730","1860","Arkansas","050","Lafayette","0730","Lafayette",2356283,70945,461447,0,0,3242,65299,1017211,68541,1085752,4311
"G0500750","1860","Arkansas","050","Lawrence","0750","Lawrence",1089470,72614,574328,290,0,37827,98623,332654,136450,469104,494
"G0500870","1860","Arkansas","050","Madison","0870","Madison",757783,59917,408271,31,154,38644,87920,300677,126564,427241,296
"G0500890","1860","Arkansas","050","Marion","0890","Marion",462956,33379,291258,50,41,23284,53923,1220415,77207,1297622,261
"G0500930","1860","Arkansas","050","Mississippi","0930","Mississippi",1741201,22829,265395,0,0,2386,39060,212487,41446,253933,1461
"G0500950","1860","Arkansas","050","Monroe","0950","Monroe",1458212,54438,302406,121,30,959,58143,455628,59102,514730,2226
"G0500970","1860","Arkansas","050","Montgomery","0970","Montgomery",294250,30635,202406,250,0,27251,49609,125854,76860,202714,92
"G0501010","1860","Arkansas","050","Newton","1010","Newton",190491,17202,171739,0,0,14843,27944,116957,42787,159744,24
"G0501030","1860","Arkansas","050","Ouachita","1030","Ouachita",1988237,102852,453696,1905,0,3597,45290,725940,48887,774827,4478
"G0501050","1860","Arkansas","050","Perry","1050","Perry",422441,24518,145484,0,0,3952,23850,121182,27802,148984,303
"G0501070","1860","Arkansas","050","Phillips","1070","Phillips",8037268,169685,780682,5012,1280,65,105091,1640143,105156,1745299,8941
"G0501090","1860","Arkansas","050","Pike","1090","Pike",439436,35032,193480,30,0,15931,45488,131522,61419,192941,227
"G0501110","1860","Arkansas","050","Poinsett","1110","Poinsett",912217,40279,212315,0,0,4750,21415,200195,26165,226360,1086
"G0501130","1860","Arkansas","050","Polk","1130","Polk",297360,28554,189152,0,0,18357,35265,104512,53622,158134,172
"G0501150","1860","Arkansas","050","Pope","1150","Pope",1032383,67086,433068,80,0,77427,75636,417548,153063,570611,978
"G0501170","1860","Arkansas","050","Prairie","1170","Prairie",2051830,53992,334467,4100,200,4362,86602,498463,90964,589427,2839
"G0501190","1860","Arkansas","050","Pulaski","1190","Pulaski",3361692,105600,432798,1460,9330,4025,83341,770337,87366,857703,3505
"G0501210","1860","Arkansas","050","Randolph","1210","Randolph",711021,24187,390623,5,0,7980,48964,198775,56944,255719,359
"G0501230","1860","Arkansas","050","St Francis","1230","St Francis",2498918,82091,570183,434,0,8335,117563,669679,125898,795577,2621
"G0501250","1860","Arkansas","050","Saline","1250","Saline",690206,54153,315245,25,0,13237,70523,315426,83760,399186,749
"G0501270","1860","Arkansas","050","Scott","1270","Scott",520782,41763,283432,20,0,14266,50811,162994,65077,228071,215
"G0501290","1860","Arkansas","050","Searcy","1290","Searcy",318198,26610,239008,35,0,22692,54009,176438,76701,253139,93
"G0501310","1860","Arkansas","050","Sebastian","1310","Sebastian",956068,49509,339008,1000,0,8947,62427,172529,71374,243903,680
"G0501330","1860","Arkansas","050","Sevier","1330","Sevier",2284692,107022,548433,175,40,19795,133766,794480,153561,948041,3366
"G0501390","1860","Arkansas","050","Union","1390","Union",2089904,136719,608265,17730,110,19204,146920,1168521,166124,1334645,6331
"G0501410","1860","Arkansas","050","Van Buren","1410","Van Buren",506147,34006,274913,0,0,19204,61475,164814,80679,245493,200
"G0501430","1860","Arkansas","050","Washington","1430","Washington",2010927,123783,747078,450,7025,36314,129095,539510,165409,704919,1493
"G0501450","1860","Arkansas","050","White","1450","White",1193912,30814,345628,565,0,9112,63501,412711,72613,485324,1432
"G0501490","1860","Arkansas","050","Yell","1490","Yell",1201951,19692,375832,85,125,22368,68705,362091,91073,453164,998
"G0600010","1860","California","060","Alameda","0010","Alameda",4247430,173254,1645399,28530,129720,0,149268,1687997,149268,1837265,
"G0600050","1860","California","060","Amador","0050","Amador",989045,51907,788351,20910,26840,0,176661,192465,176661,369126,
"G0600070","1860","California","060","Butte","0070","Butte",1157980,53775,1007130,13277,4925,0,71575,306293,71575,377868,
"G0600090","1860","California","060","Calaveras","0090","Calaveras",491065,35197,541604,26567,28972,0,213030,145423,213030,358453,
"G0600110","1860","California","060","Colusa","0110","Colusa",878240,36480,1349795,200,600,0,44695,239021,44695,283716,
"G0600130","1860","California","060","Contra Costa","0130","Contra Costa",1888659,114529,1291528,9835,11394,80080,84989,711692,165069,876761,
"G0600150","1860","California","060","Del Norte","0150","Del Norte",250500,26970,149180,0,9175,0,32665,63742,32665,96407,
"G0600170","1860","California","060","El Dorado","0170","El Dorado",943120,1055,731104,84815,48466,0,354054,204732,354054,558786,
"G0600190","1860","California","060","Fresno","0190","Fresno",118140,5940,293450,150,1100,0,1650,28635,1650,30285,
"G0600230","1860","California","060","Humboldt","0230","Humboldt",324976,19760,149939,410,3350,0,18551,80811,18551,99362,
"G0600315","1860","California","060","Klamath","0315","Klamath",104800,4150,117505,300,1000,0,21093,27863,21093,48956,
"G0600370","1860","California","060","Los Angeles","0370","Los Angeles",1621375,44865,1451089,57290,8920,80040,13800,311838,93840,405678,
"G0600410","1860","California","060","Marin","0410","Marin",758339,34876,754748,300,0,0,40177,275325,40177,315502,
"G0600430","1860","California","060","Mariposa","0430","Mariposa",176060,17370,269345,150,3425,0,72000,41467,72000,113467,
"G0600450","1860","California","060","Mendocino","0450","Mendocino",523195,39622,1193882,0,100,0,32242,107115,32242,139357,
"G0600470","1860","California","060","Merced","0470","Merced",326830,25620,642111,3800,4915,0,16795,110699,16795,127494,
"G0600530","1860","California","060","Monterey","0530","Monterey",1153970,41115,1073309,4415,4080,0,59718,447241,59718,506959,
"G0600550","1860","California","060","Napa","0550","Napa",2650095,118740,957025,30215,450,48794,67302,789277,116096,905373,
"G0600570","1860","California","060","Nevada","0570","Nevada",304250,19691,289880,5770,32500,0,110300,69547,110300,179847,
"G0600610","1860","California","060","Placer","0610","Placer",565165,30976,513157,21925,39186,16059,67665,225443,83724,309167,
"G0600630","1860","California","060","Plumas","0630","Plumas",481000,29180,467400,0,51275,0,74550,215706,74550,290256,
"G0600670","1860","California","060","Sacramento","0670","Sacramento",3470000,161182,1612226,70360,139214,0,37102,1337914,37102,1375016,
"G0600710","1860","California","060","San Bernardino","0710","San Bernardino",280137,17981,141661,2450,300,0,16392,38294,16392,54686,
"G0600730","1860","California","060","San Diego","0730","San Diego",269800,24450,412300,400,800,0,23315,35680,23315,58995,
"G0600750","1860","California","060","San Francisco","0750","San Francisco",519900,8000,142205,0,72800,0,0,138590,0,138590,
"G0600770","1860","California","060","San Joaquin","0770","San Joaquin",2327097,194859,1445212,10450,11490,0,8885,891481,8885,900366,
"G0600790","1860","California","060","San Luis Obispo","0790","San Luis Obispo",582700,12271,1120810,1100,3500,0,6000,138957,6000,144957,
"G0600810","1860","California","060","San Mateo","0810","San Mateo",1907697,78057,701051,1545,28476,0,74907,411965,74907,486872,
"G0600830","1860","California","060","Santa Barbara","0830","Santa Barbara",957660,10650,1422435,11700,150,0,35500,63267,35500,98767,
"G0600850","1860","California","060","Santa Clara","0850","Santa Clara",2962410,167330,1325635,30095,46550,0,64645,872428,64645,937073,
"G0600870","1860","California","060","Santa Cruz","0870","Santa Cruz",887223,51498,308907,5480,0,0,10360,340964,10360,351324,
"G0600890","1860","California","060","Shasta","0890","Shasta",396455,29985,333210,16250,18310,0,82035,136209,82035,218244,
"G0600910","1860","California","060","Sierra","0910","Sierra",94800,610,21585,3700,48930,14590,166936,58607,181526,240133,
"G0600930","1860","California","060","Siskiyou","0930","Siskiyou",875730,68862,1110317,100,82040,1735,172022,294197,173757,467954,
"G0600950","1860","California","060","Solano","0950","Solano",2529460,106000,1591898,26785,44520,4170,168085,796813,172255,969068,
"G0600970","1860","California","060","Sonoma","0970","Sonoma",2989110,138857,1591648,29131,8187,1024,129009,824120,130033,954153,
"G0600990","1860","California","060","Stanislaus","0990","Stanislaus",456460,35051,728581,600,4525,0,38254,114644,38254,152898,
"G0601010","1860","California","060","Sutter","1010","Sutter",1256510,103366,1217577,4000,7350,0,86564,340470,86564,427034,
"G0601030","1860","California","060","Tehama","1030","Tehama",946343,96053,752470,13670,8800,250,30427,401115,30677,431792,
"G0601050","1860","California","060","Trinity","1050","Trinity",218760,12005,170427,650,66775,0,119971,99393,119971,219364,
"G0601070","1860","California","060","Tulare","1070","Tulare",372835,32763,1212381,1300,5105,8711,75995,86058,84706,170764,
"G0601090","1860","California","060","Tuolumne","1090","Tuolumne",475260,28565,325465,54980,49260,0,139460,175969,139460,315429,
"G0601130","1860","California","060","Yolo","1130","Yolo",2209273,165949,1379750,18141,24060,200,92267,1075699,92467,1168166,
"G0601150","1860","California","060","Yuba","1150","Yuba",1786950,89090,840335,142490,80320,0,148912,668641,148912,817553,
"G0900010","1860","Connecticut","090","Fairfield","0010","Fairfield",15944882,310222,1735071,77972,107539,2754,521811,2030780,524565,2555345,
"G0900030","1860","Connecticut","090","Hartford","0030","Hartford",19863632,553633,1961211,120013,144768,9361,606643,2624632,616004,3240636,
"G0900050","1860","Connecticut","090","Litchfield","0050","Litchfield",14414234,365183,2225611,65333,4907,4700,430559,2527579,435259,2962838,
"G0900070","1860","Connecticut","090","Middlesex","0070","Middlesex",5730601,139714,809209,44643,4174,8660,197721,962073,206381,1168454,
"G0900090","1860","Connecticut","090","New Haven","0090","New Haven",13973306,347517,1656898,83057,39810,8104,540089,1809942,548193,2358135,
"G0900110","1860","Connecticut","090","New London","0110","New London",9464882,250818,1242262,45727,25004,2889,379067,1398054,381956,1780010,
"G0900130","1860","Connecticut","090","Tolland","0130","Tolland",3826376,153377,606473,19783,4766,7647,187543,675317,195190,870507,
"G0900150","1860","Connecticut","090","Windham","0150","Windham",7612095,219017,1074344,52320,6057,4839,318559,1394852,323398,1718250,
"G1000010","1860","Delaware","100","Kent","0010","Kent",8778258,223222,911936,35694,2066,3021,173470,1757126,176491,1933617,203
"G1000030","1860","Delaware","100","New Castle","0030","New Castle",16633176,433003,1423443,65342,35379,59,190096,2659115,190155,2849270,254
"G1000050","1860","Delaware","100","Sussex","0050","Sussex",6014923,161658,809327,13189,352,14511,209509,1429868,224020,1653888,1341
"G1100010","1860","District Of Columbia","110","District Of Columbia","0010","District Of Columbia",2989267,54408,109640,9980,139408,440,55440,263374,55880,319254,3185
"G1200010","1860","Florida","120","Alachua","0010","Alachua",1403602,87924,330938,1812,60,5182,43177,312047,48359,360406,4457
"G1200090","1860","Florida","120","Brevard","0090","Brevard",23340,440,15780,0,0,0,1900,4840,1900,6740,21
"G1200130","1860","Florida","120","Calhoun","0130","Calhoun",218540,17650,69110,0,0,0,15870,72912,15870,88782,524
"G1200190","1860","Florida","120","Clay","0190","Clay",126880,9222,85049,0,500,20,14965,80988,14985,95973,519
"G1200230","1860","Florida","120","Columbia","0230","Columbia",612492,35901,220243,4405,5797,2362,46920,174833,49282,224115,2063
"G1200250","1860","Florida","120","Dade","0250","Dade",,,,,,,,,,,2
"G1200310","1860","Florida","120","Duval","0310","Duval",220317,11490,47669,165,2370,1,14084,45873,14085,59958,1987
"G1200330","1860","Florida","120","Escambia","0330","Escambia",28875,936,40790,1200,100,0,1660,9579,1660,11239,1961
"G1200370","1860","Florida","120","Franklin","0370","Franklin",5000,650,50,0,1900,0,0,2458,0,2458,520
"G1200390","1860","Florida","120","Gadsden","0390","Gadsden",1417050,155450,362765,0,0,5,121875,495182,121880,617062,5409
"G1200470","1860","Florida","120","Hamilton","0470","Hamilton",441993,17068,177176,0,0,2698,54978,182939,57676,240615,1397
"G1200530","1860","Florida","120","Hernando","0530","Hernando",,,,,,,,,,,200
"G1200570","1860","Florida","120","Hillsborough","0570","Hillsborough",178670,11031,255519,0,0,50,37939,63085,37989,101074,564
"G1200590","1860","Florida","120","Holmes","0590","Holmes",62753,5856,58250,690,0,5390,14148,36057,19538,55595,112
"G1200630","1860","Florida","120","Jackson","0630","Jackson",1366189,54780,399002,0,0,2672,100196,598254,102868,701122,4903
"G1200650","1860","Florida","120","Jefferson","0650","Jefferson",1646074,88293,398893,30,50,3858,99909,761269,103767,865036,6374
"G1200670","1860","Florida","120","Lafayette","0670","Lafayette",179090,6544,46937,20,54,3738,11893,66208,15631,81839,577
"G1200730","1860","Florida","120","Leon","0730","Leon",2482211,94363,503526,225,0,888,132142,1132265,133030,1265295,9089
"G1200750","1860","Florida","120","Levy","0750","Levy",84017,3518,89178,0,607,635,13113,25641,13748,39389,450
"G1200770","1860","Florida","120","Liberty","0770","Liberty",373940,7336,75257,350,0,2111,24969,78395,27080,105475,521
"G1200790","1860","Florida","120","Madison","0790","Madison",1460002,64319,347410,0,0,5132,126041,541819,131173,672992,4249
"G1200810","1860","Florida","120","Manatee","0810","Manatee",97095,6512,194400,0,0,0,5580,34621,5580,40201,253
"G1200830","1860","Florida","120","Marion","0830","Marion",1887115,83790,447268,0,10,500,73107,411323,73607,484930,5314
"G1200870","1860","Florida","120","Monroe","0870","Monroe",11300,95,0,100,3600,0,0,3815,0,3815,451
"G1200890","1860","Florida","120","Nassau","0890","Nassau",145455,5832,138811,25,1100,88,13665,40197,13753,53950,1612
"G1200895","1860","Florida","120","New River","0895","New River",365049,26250,219637,4111,1425,3681,39453,116895,43134,160029,744
"G1200950","1860","Florida","120","Orange","0950","Orange",90555,8681,58295,65,0,372,9081,20453,9453,29906,163
"G1201070","1860","Florida","120","Putnam","1070","Putnam",210800,19139,111850,50,150,90,17960,63652,18050,81702,1047
"G1201090","1860","Florida","120","St Johns","1090","St Johns",69530,5770,67800,500,2010,0,6233,21230,6233,27463,1003
"G1201130","1860","Florida","120","Santa Rosa","1130","Santa Rosa",23285,768,30248,0,0,0,2927,8543,2927,11470,1371
"G1201190","1860","Florida","120","Sumter","1190","Sumter",199873,2302,173914,0,0,0,15332,44665,15332,59997,549
"G1201210","1860","Florida","120","Suwannee","1210","Suwannee",300207,16139,102148,1715,1095,619,26647,91184,27266,118450,835
"G1201230","1860","Florida","120","Taylor","1230","Taylor",75625,4590,58124,0,0,2524,18128,33644,20652,54296,125
"G1201270","1860","Florida","120","Volusia","1270","Volusia",99810,9672,113984,4150,0,60,6550,31430,6610,38040,297
"G1201290","1860","Florida","120","Wakulla","1290","Wakulla",287339,14506,98626,0,0,1370,31897,95205,33267,128472,1167
"G1201310","1860","Florida","120","Walton","1310","Walton",154671,12052,126711,1646,0,12232,30574,70021,42806,112827,441
"G1201330","1860","Florida","120","Washington","1330","Washington",86983,11800,87998,0,0,6981,20991,56699,27972,84671,474
"G1300010","1860","Georgia","130","Appling","0010","Appling",364901,27679,258539,0,0,12490,50973,126691,63463,190154,745
"G1300070","1860","Georgia","130","Baker","0070","Baker",1666965,40439,259195,0,0,324,51210,562118,51534,613652,3492
"G1300090","1860","Georgia","130","Baldwin","0090","Baldwin",1110163,52502,314300,2630,2120,7228,100632,545837,107860,653697,4929
"G1300110","1860","Georgia","130","Banks","0110","Banks",248484,21841,138520,33,16,17493,46124,133603,63617,197220,1086
"G1300190","1860","Georgia","130","Berrien","0190","Berrien",474950,16044,183293,0,0,8285,46092,103062,54377,157439,432
"G1300210","1860","Georgia","130","Bibb","0210","Bibb",1414050,45506,301109,7451,9025,1383,92965,490787,94348,585135,6790
"G1300270","1860","Georgia","130","Brooks","0270","Brooks",1486140,88994,318199,0,0,9868,98756,388511,108624,497135,3282
"G1300290","1860","Georgia","130","Bryan","0290","Bryan",524561,31524,141331,0,0,1450,24164,111286,25614,136900,2379
"G1300310","1860","Georgia","130","Bulloch","0310","Bulloch",908337,43555,344724,2926,0,11854,74593,192919,86447,279366,2162
"G1300330","1860","Georgia","130","Burke","0330","Burke",4034000,93565,766079,240,1850,2479,176174,1545622,178653,1724275,12052
"G1300350","1860","Georgia","130","Butts","0350","Butts",932303,52202,255789,4090,0,9866,84158,403224,94024,497248,3067
"G1300370","1860","Georgia","130","Calhoun","0370","Calhoun",1028452,33962,194867,0,0,3628,57632,388321,61260,449581,2731
"G1300390","1860","Georgia","130","Camden","0390","Camden",901520,61031,94824,30,0,0,11610,318385,11610,329995,4143
"G1300395","1860","Georgia","130","Campbell","0395","Campbell",1255086,54776,288181,2121,40,13771,78863,387358,92634,479992,2004
"G1300450","1860","Georgia","130","Carroll","0450","Carroll",1351973,52450,362755,245,9,12923,93750,434190,106673,540863,1862
"G1300455","1860","Georgia","130","Cass","0455","Cass",2257227,81820,404961,50,10,15025,116656,610333,131681,742014,4282
"G1300470","1860","Georgia","130","Catoosa","0470","Catoosa",822780,23895,120281,0,0,3664,32513,124800,36177,160977,710
"G1300490","1860","Georgia","130","Charlton","0490","Charlton",61955,3844,68254,0,0,646,11728,22414,12374,34788,557
"G1300510","1860","Georgia","130","Chatham","0510","Chatham",3216604,60688,217787,445,79250,4175,16095,822819,20270,843089,14807
"G1300530","1860","Georgia","130","Chattahoochee","0530","Chattahoochee",1027088,35889,226198,1045,0,956,64534,469531,65490,535021,2758
"G1300550","1860","Georgia","130","Chattooga","0550","Chattooga",522273,50083,258735,0,0,11601,76003,312128,87604,399732,2054
"G1300570","1860","Georgia","130","Cherokee","0570","Cherokee",1358284,46279,316222,77,24,21613,98328,343582,119941,463523,1199
"G1300590","1860","Georgia","130","Clarke","0590","Clarke",1049806,44518,259100,207,74,5747,84934,333353,90681,424034,5660
"G1300610","1860","Georgia","130","Clay","0610","Clay",762111,32632,179323,145,75,4728,57869,389652,62597,452249,2253
"G1300630","1860","Georgia","130","Clayton","0630","Clayton",660807,32751,154946,2268,0,10130,39131,202525,49261,251786,1226
"G1300650","1860","Georgia","130","Clinch","0650","Clinch",368176,13963,135751,0,0,6615,41473,69534,48088,117622,449
"G1300670","1860","Georgia","130","Cobb","0670","Cobb",1533869,83757,330464,1059,1142,22351,99346,423730,121697,545427,3819
"G1300690","1860","Georgia","130","Coffee","0690","Coffee",273622,15576,197213,0,0,8484,41931,94383,50415,144798,663
"G1300710","1860","Georgia","130","Colquitt","0710","Colquitt",137187,4660,76001,0,0,3101,19376,43802,22477,66279,110
